
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI
BvAxiH	XrAkRiz	GoravAsiwe	pa.pa	-	XrAkR1
BvAxiH	xrAkRiz	kAfkRAyAm	pa.pa	-	xrAkR1
BvAxiH	XrAkRiz	kAfkRAyAm	pa.pa	-	XrAkR1
BvAxiH	XvAkRiz	GoravAsiwe	pa.pa	-	XvAkR1
BvAxiH	XvAkRiz	kAfkRAyAm	pa.pa	-	XvAkR1
BvAxiH	cURaz	pAne	pa.pa	cUR	cUR1
BvAxiH	wURaz	wuRtO	pa.pa	-	wUR1
BvAxiH	pURaz	vqxXO	pa.pa	-	pUR1
BvAxiH	mURaz	sweye	pa.pa	mUR#1	mUR1
BvAxiH	SURaz	prasave	pa.pa	-	SUR1
BvAxiH	yURaz	hiMsAyAm	pa.pa	-	yUR1
BvAxiH	jURaz	hiMsAyAm	pa.pa	-	jUR1
BvAxiH	BURaz	alafkAre	pa.pa	BUR	BUR1
BvAxiH	URaz	rujAyAm	pa.pa	-	UR1
BvAxiH	IRaz	xAne	A.pa	-	IR1
BvAxiH	IRaz	xarSane	A.pa	-	IR1
BvAxiH	IRaz	uFCe	pa.pa	-	IR2
BvAxiH	kaRaz	hiMsAyAm	A.pa	kaR	kaR1
BvAxiH	kaRaz	hiMsAyAm	pa.pa	kaR	kaR1
BvAxiH	KaRaz	hiMsAyAm	pa.pa	-	KaR1
BvAxiH	SiRaz	hiMsAyAm	pa.pa	-	SiR1
BvAxiH	jaRaz	hiMsAyAm	pa.pa	-	jaR1
BvAxiH	JaRaz	AxAne	A.pa	-	JaR1
BvAxiH	JaRaz	AxAne	pa.pa	-	JaR1
BvAxiH	SaRaz	hiMsAyAm	pa.pa	-	SaR1
BvAxiH	vaRaz	hiMsAyAm	pa.pa	-	vaR1
BvAxiH	maRaz	hiMsAyAm	pa.pa	-	maR1
BvAxiH	ruRaz	hiMsAyAm	pa.pa	-	ruR1
BvAxiH	riRaz	hiMsAyAm	pa.pa	riR(4)	riR1
BvAxiH	BaRaz	Barwsane	pa.pa	BaR	BaR1
BvAxiH	uRaz	xAhe	pa.pa	uR	uR1
BvAxiH	jiRuz	secane	pa.pa	-	jiR1
BvAxiH	jiRuz	sevane	pa.pa	-	jiR1
BvAxiH	viRuz	secane	pa.pa	viR#1	viR1
BvAxiH	viRuz	sevane	pa.pa	viR#1	viR1
BvAxiH	miRuz	secane	pa.pa	-	miR1
BvAxiH	miRuz	sevane	pa.pa	-	miR1
BvAxiH	puRaz	puRtO	pa.pa	-	puR1
BvAxiH	SriRuz	xAhe	pa.pa	-	SriR1
BvAxiH	SliRuz	xAhe	pa.pa	-	SliR1
BvAxiH	pruRuz	xAhe	pa.pa	-	pruR1
BvAxiH	pluRuz	xAhe	pa.pa	pluR	pluR1
BvAxiH	pqRuz	secane	pa.pa	pqR	pqR1
BvAxiH	vqRuz	secane	pa.pa	vqR	vqR1
BvAxiH	mqRuz	sahane	pa.pa	-	mqR1
BvAxiH	mqRuz	secane	pa.pa	-	mqR1
BvAxiH	GqRuz	safGarRe	pa.pa	GqR	GqR1
BvAxiH	hqRuz	alIke	pa.pa	hqR	hqR1
BvAxiH	wusaz	Sabxe	pa.pa	-	wus1
BvAxiH	hrasaz	Sabxe	pa.pa	hras	hras1
BvAxiH	hlasaz	Sabxe	pa.pa	-	hlas1
BvAxiH	rasaz	Sabxe	pa.pa	ras	ras1
BvAxiH	lasaz	krIdAyAm	pa.pa	las	las1
BvAxiH	lasaz	SleRaNe	pa.pa	las	las1
BvAxiH	GasLz	axane	pa.pa	Gas	Gas1
BvAxiH	jarjaz	hiMsAyAm	pa.pa	-	jarj1
BvAxiH	jarjaz	pariBARaNe	pa.pa	-	jarj1
BvAxiH	jarjaz	sanwarjane	pa.pa	-	jarj1
BvAxiH	jarjaz	warjane	pa.pa	-	jarj1
BvAxiH	carcaz	hiMsAyAm	pa.pa	-	carc1
BvAxiH	carcaz	pariBARaNe	pa.pa	-	carc1
BvAxiH	carcaz	sanwarjane	pa.pa	-	carc1
BvAxiH	carcaz	warjane	pa.pa	-	carc1
BvAxiH	JarJaz	hiMsAyAm	pa.pa	-	JarJ1
BvAxiH	JarJaz	pariBARaNe	pa.pa	-	JarJ1
BvAxiH	JarJaz	sanwarjane	pa.pa	-	JarJ1
BvAxiH	JarJaz	warjane	pa.pa	-	JarJ1
BvAxiH	pisqz	gawO	pa.pa	-	pis1
BvAxiH	pesqz	gawO	pa.pa	-	pes1
BvAxiH	hasez	hasane	pa.pa	has	has2
BvAxiH	NiSaz	samAXO	pa.pa	-	NiS1
BvAxiH	miSaz	roRe	pa.pa	-	miS1
BvAxiH	miSaz	Sabxe	pa.pa	-	miS1
BvAxiH	miSaz	samAXO	pa.pa	-	miS1
BvAxiH	maSaz	roRe	pa.pa	-	maS1
BvAxiH	maSaz	Sabxe	pa.pa	-	maS1
BvAxiH	maSaz	samAXO	pa.pa	-	maS1
BvAxiH	Savaz	gawO	pa.pa	-	Sav1
BvAxiH	SaSaz	pluwagawO	pa.pa	SaS	SaS1
BvAxiH	Sasuz	hiMsAyAm	pa.pa	Sas	Sas1
BvAxiH	Sansuz	swuwO	pa.pa	SaMs	Sans1
BvAxiH	cahaz	parikalkane	pa.pa	-	cah1
BvAxiH	mahaz	pUjAyAm	pa.pa	mah	mah1
BvAxiH	rahaz	wyAge	pa.pa	-	rah2
BvAxiH	rahiz	gawO	pa.pa	raMh	rah1
BvAxiH	xqhaz	vqxXO	pa.pa	xqh	xqh1
BvAxiH	xqhiz	vqxXO	pa.pa	-	xqh2
BvAxiH	bqhaz	vqxXO	pa.pa	bqh#1	bqh1
BvAxiH	bqhiz	Sabxe	pa.pa	-	bqh2
BvAxiH	bqhiz	vqxXO	pa.pa	-	bqh2
BvAxiH	wuhizr	arxane	pa.pa	-	wuh1
BvAxiH	xuhizr	arxane	pa.pa	-	xuh1
BvAxiH	uhizr	arxane	pa.pa	-	uh1
BvAxiH	arhaz	pUjAyAm	pa.pa	arh	arh1
BvAxiH	xyuwaz	xIpwO	A.pa	xyuw#1	xyuw1
BvAxiH	SviwAz	varNe	A.pa	Sviw	Sviw1
BvAxiH	FimixAz	snehane	A.pa	mix	mix2
BvAxiH	FikRvixAz	avyakwe_Sabxe	pa.pa	kRvid	kRvix1
BvAxiH	FikRvixAz	avyakwe_Sabxe	pa.pa	kRvid	kRvix1
BvAxiH	FikRvixAz	mohane	A.pa	-	kRvix1
BvAxiH	FikRvixAz	snehane	A.pa	-	kRvix1
BvAxiH	rucaz	aBiprIwO	A.pa	ruc#1	ruc1
BvAxiH	rucaz	xIpwO	A.pa	-	ruc1
BvAxiH	Gutaz	parivarwane	A.pa	-	Gut1
BvAxiH	rutaz	prawiGAwe	A.pa	-	rut1
BvAxiH	rutaz	xIpwO	A.pa	-	rut1
BvAxiH	lutaz	vilotane	pa.pa	-	lut2
BvAxiH	SuBaz	xIpwO	A.pa	SuB#1	SuB1
BvAxiH	kRuBaz	saFcalane	A.pa	-	kRuB1
BvAxiH	NaBaz	hiMsAyAm	A.pa	-	NaB1
BvAxiH	wuBaz	hiMsAyAm	A.pa	-	wuB1
BvAxiH	sransuz	avasraMsane	A.pa	sraMs	srans1
BvAxiH	sransuz	aXaHpawane	A.pa	sraMs	srans1
BvAxiH	sransuz	pramAxe	A.pa	sraMs	srans1
BvAxiH	Xvansuz	avasraMsane	A.pa	XvaMs	Xvans1
BvAxiH	Xvansuz	aXaHpawane	A.pa	XvaMs	Xvans1
BvAxiH	Xvansuz	gawO	A.pa	XvaMs	Xvans1
BvAxiH	BranSuz	avasraMsane	A.pa	BraMS	BranS1
BvAxiH	BranSuz	aXaHpawane	A.pa	BraMS	BranS1
BvAxiH	Bransuz	avasraMsane	A.pa	BraMS	Brans1
BvAxiH	sranBuz	pramAxe	A.pa	-	sranB1
BvAxiH	sranBuz	viSvAse	A.pa	-	sranB1
BvAxiH	vqwuz	varwane	A.pa	vqw#1	vqw1
BvAxiH	vqXuz	vqxXO	A.pa	vqX#1	vqX1
BvAxiH	SqXuz	SabxakuwsAyAm	A.pa	-	SqX2
BvAxiH	syanxUz	prasravaNe	A.pa	syanx	syanx1
BvAxiH	syanxUz	sravaNe	A.pa	syanx	syanx1
BvAxiH	kqpUz	sAmarWye	A.pa	kqp	kqp1
BvAxiH	Gataz	ceRtAyAm	A.pa	Gat	Gat1
BvAxiH	vyaWaz	Baye	A.pa	vyaW	vyaW1
BvAxiH	vyaWaz	calane	A.pa	vyaW	vyaW1
BvAxiH	vyaWaz	saFcalane	A.pa	vyaW	vyaW1
BvAxiH	praWaz	praKyAne	A.pa	praW	praW1
BvAxiH	prasaz	prasave	A.pa	-	pras1
BvAxiH	prasaz	viswAre	A.pa	-	pras1
BvAxiH	mraxaz	marxane	A.pa	-	mrax1
BvAxiH	sKaxaz	sKaxane	A.pa	-	sKax1
BvAxiH	kRajiz	gawO	A.pa	-	kRaj1
BvAxiH	kRajiz	xAne	A.pa	-	kRaj1
BvAxiH	xakRaz	gawO	A.pa	xakR	xakR1
BvAxiH	xakRaz	hiMsAyAm	A.pa	-	xakR1
BvAxiH	xakRaz	SAsane	A.pa	-	xakR1
BvAxiH	xakRaz	SIGrArWe	A.pa	-	xakR1
BvAxiH	xakRaz	vqxXO	A.pa	-	xakR1
BvAxiH	krapaz	gawO	A.pa	-	krap1
BvAxiH	krapaz	kqpAyAm	A.pa	-	krap1
BvAxiH	kaxiz	vEklavye	A.pa	-	kax2
BvAxiH	kraxiz	vEklavye	A.pa	-	krax3
BvAxiH	kraxaz	vEklavye	A.pa	-	krax1
BvAxiH	klaxaz	vEklavye	A.pa	-	klax1
BvAxiH	klaxiz	AhvAne	pa.pa	-	klax2
BvAxiH	klaxiz	roxane	pa.pa	-	klax2
BvAxiH	klaxiz	vEklavye	A.pa	-	klax2
BvAxiH	FiwvarAz	samBrame	A.pa	wvar	wvar1
BvAxiH	jvaraz	roge	pa.pa	jvar	jvar1
BvAxiH	gadaz	secane	pa.pa	-	gad1
BvAxiH	hedaz	veRtane	pa.pa	-	hed2
BvAxiH	hedaz	vibAXAyAm	pa.pa	-	hed2
BvAxiH	Bataz	pariBARaNe	pa.pa	-	Bat1
BvAxiH	Nataz	nqwO	pa.pa	nat	Nat1
BvAxiH	swakaz	prawiGAwe	pa.pa	-	swak1
BvAxiH	cakaz	wqpwO	A.pa	-	cak1
BvAxiH	cakaz	wqpwO	pa.pa	-	cak1
BvAxiH	kaKez	hasane	pa.pa	-	kaK2
BvAxiH	ragez	SafkAyAm	pa.pa	-	rag2
BvAxiH	lagez	safge	pa.pa	lag	lag2
BvAxiH	hragez	saMvaraNe	pa.pa	-	hrag1
BvAxiH	hlagez	saMvaraNe	pa.pa	-	hlag1
BvAxiH	Ragez	saMvaraNe	pa.pa	-	Rag1
BvAxiH	RWagez	saMvaraNe	pa.pa	-	RWag1
BvAxiH	kagez	anekArWawve	pa.pa	-	kag1
BvAxiH	akaz	kutilAyAM_gawO	pa.pa	-	ak1
BvAxiH	agaz	kutilAyAM_gawO	pa.pa	-	ag1
BvAxiH	kaNaz	gawO	pa.pa	-	kaN1
BvAxiH	raNaz	gawO	pa.pa	-	raN1
BvAxiH	caNaz	gawO	pa.pa	-	caN1
BvAxiH	caNaz	xAne	pa.pa	-	caN1
BvAxiH	SaNaz	gawO	pa.pa	-	SaN1
BvAxiH	SaNaz	xAne	pa.pa	-	SaN1
BvAxiH	SraNaz	gawO	pa.pa	-	SraN1
BvAxiH	SraNaz	xAne	pa.pa	-	SraN1
BvAxiH	SraWaz	hiMsAyAm	pa.pa	-	SraW2
BvAxiH	SlaWaz	hiMsAyAm	pa.pa	SlaW	SlaW1
BvAxiH	kraWaz	hiMsAyAm	pa.pa	-	kraW1
BvAxiH	klaWaz	hiMsAyAm	pa.pa	-	klaW1
BvAxiH	canaz	hiMsAyAm	pa.pa	-	can2
BvAxiH	vanuz	anekArWawve	pa.pa	-	van2
BvAxiH	jvalaz	xIpwO	pa.pa	jval	jval1
BvAxiH	hvalaz	calane	pa.pa	hval	hval1
BvAxiH	hmalaz	calane	pa.pa	-	hmal1
BvAxiH	smq	AXyAne	pa.pa	smq	smq1
BvAxiH	xQ	Baye	pa.pa	-	xQ1
BvAxiH	nQ	naye	pa.pa	-	nQ1
BvAxiH	SrA	pAke	pa.pa	-	SrA1
BvAxiH	Xvanaz	Sabxe	pa.pa	Xvan	Xvan1
BvAxiH	svanaz	Sabxe	pa.pa	svan	svan1
BvAxiH	yamuz	uparame	pa.pa	yam	yam1
BvAxiH	PaNaz	gawO	pa.pa	-	PaN1
BvAxiH	rAjqz	xIpwO	A.pa	rAj#1	rAj1
BvAxiH	rAjqz	xIpwO	pa.pa	rAj#1	rAj1
BvAxiH	tuBrAjqz	xIpwO	A.pa	-	BrAj2
BvAxiH	tuBrASqz	xIpwO	A.pa	-	BrAS1
BvAxiH	tuBlASqz	xIpwO	A.pa	-	BlAS1
BvAxiH	syamuz	Sabxe	pa.pa	-	syam1
BvAxiH	Ramaz	avEklavye	pa.pa	-	Ram1
BvAxiH	Ramaz	vEklavye	pa.pa	-	Ram1
BvAxiH	Rwamaz	avEklavye	pa.pa	-	Rwam1
BvAxiH	Rwamaz	vEklavye	pa.pa	-	Rwam1
BvAxiH	calaz	kalpane	pa.pa	-	cal1
BvAxiH	calaz	kampane	pa.pa	cal	cal1
BvAxiH	jalaz	GAwane	pa.pa	-	jal1
BvAxiH	jalaz	XAnye	pa.pa	-	jal1
BvAxiH	talaz	vEklavye	pa.pa	-	tal1
BvAxiH	talaz	vEplavye	pa.pa	-	tal1
BvAxiH	tvalaz	vEklavye	pa.pa	-	tval1
BvAxiH	tvalaz	vEplavye	pa.pa	-	tval1
BvAxiH	sWalaz	sWAne	pa.pa	-	sWal1
BvAxiH	halaz	vileKane	pa.pa	-	hal1
BvAxiH	Nalaz	ganXane	pa.pa	-	Nal1
BvAxiH	palaz	gawO	pa.pa	-	pal1
BvAxiH	balaz	prANane	pa.pa	bal	bal1
BvAxiH	balaz	XAnyAvaroXe	pa.pa	-	bal1
BvAxiH	pulaz	mahawve	pa.pa	-	pul1
BvAxiH	kulaz	banXane	pa.pa	kul	kul1
BvAxiH	kulaz	saMnwAne	pa.pa	kul	kul1
BvAxiH	kulaz	saMswyAne	pa.pa	kul	kul1
BvAxiH	hulaz	gawO	pa.pa	-	hul1
BvAxiH	hulaz	hiMsAyAm	pa.pa	-	hul1
BvAxiH	hulaz	saMvaraNe	pa.pa	-	hul1
BvAxiH	pawLz	gawO	pa.pa	paw#1	paw1
BvAxiH	kvaWez	gawO	pa.pa	kvaW	kvaW1
BvAxiH	kvaWez	niRpAke	pa.pa	kvaW	kvaW1
BvAxiH	paWez	gawO	pa.pa	paW	paW1
BvAxiH	maWez	vilodane	pa.pa	-	maW1
BvAxiH	tuvamaz	uxgiraNe	pa.pa	vam	vam1
BvAxiH	Bramuz	calane	pa.pa	Bram	Bram1
BvAxiH	kRaraz	saFcalane	pa.pa	kRar	kRar1
BvAxiH	Rahaz	marRaNe	A.pa	sah#1	Rah1
BvAxiH	Rahaz	marRaNe	A.pa	sah#1	Rah1
BvAxiH	ramuz	krIdAyAm	A.pa	ram	ram1
BvAxiH	RaxLz	avasAxane	pa.pa	sax#1	Rax1
BvAxiH	RaxLz	gawO	pa.pa	sax#1	Rax1
BvAxiH	RaxLz	viSaraNe	pa.pa	sax#1	Rax1
BvAxiH	SaxLz	SAwane	pa.pa	-	Sax1
BvAxiH	kruSaz	AhvAne	pa.pa	-	kruS1
BvAxiH	kruSaz	roxane	pa.pa	kruS	kruS1
BvAxiH	kucaz	kOtilye	pa.pa	kuc	kuc1
BvAxiH	kucaz	kOtilye	pa.pa	kuc	kuc1
BvAxiH	kucaz	prawiRtamBe	pa.pa	-	kuc1
BvAxiH	kucaz	prawiRtamBe	pa.pa	-	kuc1
BvAxiH	kucaz	samparcane	pa.pa	-	kuc1
BvAxiH	kucaz	samparcane	pa.pa	-	kuc1
BvAxiH	kucaz	vileKane	pa.pa	-	kuc1
BvAxiH	kucaz	vileKane	pa.pa	-	kuc1
BvAxiH	kucaz	wAre	pa.pa	-	kuc2
BvAxiH	buXaz	avagamane	pa.pa	buX#1	buX1
BvAxiH	buXaz	avagamane	pa.pa	buX#1	buX1
BvAxiH	ruhaz	avagamane	pa.pa	-	ruh1
BvAxiH	ruhaz	bIjajanmani	pa.pa	ruh#1	ruh1
BvAxiH	ruhaz	janmaniprAxurBAve	pa.pa	ruh#1	ruh1
BvAxiH	ruhaz	prAxurBAve	pa.pa	ruh#1	ruh1
BvAxiH	kasaz	gawO	pa.pa	kas	kas1
BvAxiH	kasaz	SAsane	pa.pa	kas	kas1
BvAxiH	hikkaz	avyakwe_Sabxe	A.pa	hikk	hikk1
BvAxiH	hikkaz	avyakwe_Sabxe	pa.pa	hikk	hikk1
BvAxiH	aciz	gawO	A.pa	-	ac1
BvAxiH	aciz	gawO	pa.pa	-	ac1
BvAxiH	tuyAcqz	yAFcAyAm	A.pa	yAc	yAc1
BvAxiH	tuyAcqz	yAFcAyAm	pa.pa	yAc	yAc1
BvAxiH	retqz	pariBARaNe	A.pa	-	ret1
BvAxiH	retqz	pariBARaNe	pa.pa	-	ret1
BvAxiH	cawez	pariBARaNe	A.pa	caw	caw1
BvAxiH	cawez	pariBARaNe	pa.pa	caw	caw1
BvAxiH	cawez	yAFcAyAm	A.pa	caw	caw1
BvAxiH	cawez	yAFcAyAm	pa.pa	caw	caw1
BvAxiH	caxez	pariBARaNe	A.pa	-	cax1
BvAxiH	caxez	pariBARaNe	pa.pa	-	cax1
BvAxiH	caxez	yAFcAyAm	A.pa	-	cax1
BvAxiH	caxez	yAFcAyAm	pa.pa	-	cax1
BvAxiH	proWqz	paryApwO	A.pa	-	proW1
BvAxiH	proWqz	paryApwO	pa.pa	-	proW1
BvAxiH	mixqz	hiMsAyAm	A.pa	-	mix1
BvAxiH	mixqz	hiMsAyAm	pa.pa	-	mix1
BvAxiH	mixqz	meXAyAm	A.pa	-	mix1
BvAxiH	mixqz	meXAyAm	pa.pa	-	mix1
BvAxiH	miWqz	hiMsAyAm	A.pa	miW	miW1
BvAxiH	miWqz	hiMsAyAm	pa.pa	miW	miW1
BvAxiH	miWqz	meXAyAm	A.pa	-	miW1
BvAxiH	miWqz	meXAyAm	pa.pa	-	miW1
BvAxiH	meWqz	hiMsAyAm	A.pa	-	meW1
BvAxiH	meWqz	hiMsAyAm	pa.pa	-	meW1
BvAxiH	meWqz	meXAyAm	A.pa	-	meW1
BvAxiH	meWqz	meXAyAm	pa.pa	-	meW1
BvAxiH	mexqz	hiMsAyAm	A.pa	-	mex1
BvAxiH	mexqz	hiMsAyAm	pa.pa	-	mex1
BvAxiH	mexqz	meXAyAm	A.pa	-	mex1
BvAxiH	mexqz	meXAyAm	pa.pa	-	mex1
BvAxiH	meXqz	hiMsAyAm	A.pa	-	meX1
BvAxiH	meXqz	hiMsAyAm	pa.pa	-	meX1
BvAxiH	meXqz	meXAyAm	A.pa	-	meX1
BvAxiH	meXqz	meXAyAm	pa.pa	-	meX1
BvAxiH	meXqz	safgame	A.pa	-	meX1
BvAxiH	meXqz	safgame	pa.pa	-	meX1
BvAxiH	Nixqz	kuwsAyAm	A.pa	-	Nix2
BvAxiH	Nixqz	kuwsAyAm	pa.pa	-	Nix2
BvAxiH	Nixqz	sannikarRe	A.pa	-	Nix2
BvAxiH	Nixqz	sannikarRe	pa.pa	-	Nix2
BvAxiH	Nexqz	kuwsAyAm	A.pa	-	Nex1
BvAxiH	Nexqz	kuwsAyAm	pa.pa	-	Nex1
BvAxiH	Nexqz	sannikarRe	A.pa	-	Nex1
BvAxiH	Nexqz	sannikarRe	pa.pa	-	Nex1
BvAxiH	SqXuz	unxe	A.pa	-	SqX2
BvAxiH	SqXuz	unxe	pa.pa	-	SqX2
BvAxiH	mqXuz	unxe	A.pa	mqX	mqX1
BvAxiH	mqXuz	unxe	pa.pa	mqX	mqX1
BvAxiH	buXizr	boXane	A.pa	-	buX2
BvAxiH	buXizr	boXane	pa.pa	-	buX2
BvAxiH	uzbunxizr	niSAmane	A.pa	-	bunx1
BvAxiH	uzbunxizr	niSAmane	pa.pa	-	bunx1
BvAxiH	veNqz	cinwAyAm	A.pa	ven	veN1
BvAxiH	veNqz	cinwAyAm	pa.pa	-	veN1
BvAxiH	veNqz	gawO	A.pa	-	veN1
BvAxiH	veNqz	gawO	pa.pa	-	veN1
BvAxiH	veNqz	jFAne	A.pa	-	veN1
BvAxiH	veNqz	jFAne	pa.pa	-	veN1
BvAxiH	veNqz	niSAmane	A.pa	ven	veN1
BvAxiH	veNqz	niSAmane	pa.pa	-	veN1
BvAxiH	veNqz	vAxiwragrahaNe	A.pa	ven	veN1
BvAxiH	veNqz	vAxiwragrahaNe	pa.pa	-	veN1
BvAxiH	Kanuz	avaxAraNe	A.pa	Kan	Kan1
BvAxiH	Kanuz	avaxAraNe	pa.pa	Kan	Kan1
BvAxiH	cIvqz	AxAne	A.pa	-	cIv1
BvAxiH	cIvqz	AxAne	pa.pa	-	cIv1
BvAxiH	cIvqz	saMvaraNe	A.pa	-	cIv1
BvAxiH	cIvqz	saMvaraNe	pa.pa	-	cIv1
BvAxiH	cAyqz	niSAmane	A.pa	-	cAy1
BvAxiH	cAyqz	niSAmane	pa.pa	-	cAy1
BvAxiH	cAyqz	pUjAyAm	A.pa	-	cAy1
BvAxiH	cAyqz	pUjAyAm	pa.pa	-	cAy1
BvAxiH	vyayaz	gawO	A.pa	-	vyay1
BvAxiH	vyayaz	gawO	pa.pa	-	vyay1
BvAxiH	xASqz	xAne	A.pa	xAS#1	xAS1
BvAxiH	xASqz	xAne	pa.pa	xAS#1	xAS1
BvAxiH	BeRqz	Baye	A.pa	-	BeR1
BvAxiH	BeRqz	Baye	pa.pa	-	BeR1
BvAxiH	BreRqz	Baye	A.pa	-	BreR1
BvAxiH	BreRqz	Baye	pa.pa	-	BreR1
BvAxiH	BreRqz	calane	A.pa	-	BreR1
BvAxiH	BreRqz	calane	pa.pa	-	BreR1
BvAxiH	BreRqz	gawO	A.pa	-	BreR1
BvAxiH	BreRqz	gawO	pa.pa	-	BreR1
BvAxiH	BleRqz	calane	A.pa	-	BleR1
BvAxiH	BleRqz	calane	pa.pa	-	BleR1
BvAxiH	asaz	AxAne	A.pa	-	as1
BvAxiH	asaz	AxAne	pa.pa	-	as1
BvAxiH	asaz	gawO	A.pa	as#2	as1
BvAxiH	asaz	gawO	pa.pa	as#2	as1
BvAxiH	asaz	xIpwO	A.pa	-	as1
BvAxiH	asaz	xIpwO	pa.pa	-	as1
BvAxiH	spaSaz	bAXane	A.pa	-	spaS1
BvAxiH	spaSaz	bAXane	pa.pa	-	spaS1
BvAxiH	spaSaz	sparSe	A.pa	-	spaS1
BvAxiH	spaSaz	sparSe	pa.pa	-	spaS1
BvAxiH	laRaz	kAnwO	A.pa	laR	laR1
BvAxiH	laRaz	kAnwO	pa.pa	laR	laR1
BvAxiH	caRaz	BakRaNe	A.pa	-	caR1
BvAxiH	caRaz	BakRaNe	pa.pa	-	caR1
BvAxiH	CaRaz	hiMsAyAm	A.pa	-	CaR1
BvAxiH	CaRaz	hiMsAyAm	pa.pa	-	CaR1
BvAxiH	JaRaz	hiMsAyAm	pa.pa	-	JaR1
BvAxiH	JaRaz	saMvaraNe	A.pa	-	JaR1
BvAxiH	JaRaz	saMvaraNe	pa.pa	-	JaR1
BvAxiH	BrakRaz	axane	A.pa	-	BrakR1
BvAxiH	BrakRaz	axane	pa.pa	-	BrakR1
BvAxiH	BakRaz	BakRaNe	A.pa	BakR	BakR1
BvAxiH	BakRaz	BakRaNe	pa.pa	BakR	BakR1
BvAxiH	BlakRaz	BakRaNe	A.pa	-	BlakR1
BvAxiH	BlakRaz	BakRaNe	pa.pa	-	BlakR1
BvAxiH	xAsqz	xAne	A.pa	-	xAs1
BvAxiH	xAsqz	xAne	pa.pa	-	xAs1
BvAxiH	mAhqz	mAne	A.pa	-	mAh1
BvAxiH	mAhqz	mAne	pa.pa	-	mAh1
BvAxiH	guhUz	saMvaraNe	A.pa	guh	guh1
BvAxiH	guhUz	saMvaraNe	pa.pa	guh	guh1
BvAxiH	SriF	sevAyAm	A.pa	Sri	Sri1
BvAxiH	SriF	sevAyAm	pa.pa	Sri	Sri1
BvAxiH	BqF	BaraNe	A.pa	Bq	Bq1
BvAxiH	BqF	BaraNe	pa.pa	Bq	Bq1
BvAxiH	hqF	haraNe	A.pa	hq#1	hq1
BvAxiH	hqF	haraNe	pa.pa	hq#1	hq1
BvAxiH	kqF	karaNe	A.pa	-	kq1
BvAxiH	kqF	karaNe	pa.pa	-	kq1
BvAxiH	XqF	XAraNe	A.pa	Xq	Xq1
BvAxiH	XqF	XAraNe	pa.pa	Xq	Xq1
BvAxiH	NIF	prApaNe	A.pa	nI#1	NI1
BvAxiH	NIF	prApaNe	pa.pa	nI#1	NI1
BvAxiH	Xet	pAne	pa.pa	XA#2(4)	Xe1
BvAxiH	glE	harRakRaye	pa.pa	glE	glE1
BvAxiH	mlE	gAwravinAme	pa.pa	mlA(4)	mlE1
BvAxiH	mlE	harRakRaye	pa.pa	mlA(4)	mlE1
BvAxiH	xyE	nyafgaviXAne	pa.pa	-	xyE1
BvAxiH	xrE	svapne	pa.pa	-	xrE1
BvAxiH	XrE	wqpwO	pa.pa	-	XrE1
BvAxiH	XyE	cinwAyAm	pa.pa	XyA	XyE1
BvAxiH	rE	Sabxe	pa.pa	-	rE1
BvAxiH	swyE	Sabxe	pa.pa	-	swyE1
BvAxiH	swyE	safGAwe	pa.pa	-	swyE1
BvAxiH	KE	Kaxane	pa.pa	-	KE1
BvAxiH	kRE	kRaye	pa.pa	-	kRE1
BvAxiH	jE	kRaye	pa.pa	-	jE1
BvAxiH	RE	kRaye	pa.pa	-	RE1
BvAxiH	kE	Sabxe	pa.pa	-	kE1
BvAxiH	gE	Sabxe	pa.pa	gA#2	gE1
BvAxiH	SE	pAke	pa.pa	-	SE1
BvAxiH	srE	pAke	pa.pa	-	srE1
BvAxiH	pE	SoRaNe	pa.pa	-	pE1
BvAxiH	ozvE	SoRaNe	pa.pa	-	vE1
BvAxiH	RwE	veRtane	pa.pa	-	RwE1
BvAxiH	RnE	veRtane	pa.pa	-	RnE1
BvAxiH	xEp	SoXane	pa.pa	-	xE1
BvAxiH	pA	pAne	pa.pa	pA#1	pA1
BvAxiH	GrA	ganXopAxAne	pa.pa	GrA	GrA1
BvAxiH	XmA	agnisaMyoge	pa.pa	Xam	XmA1
BvAxiH	XmA	Sabxe	pa.pa	-	XmA1
BvAxiH	RTA	gawinivqwwO	pa.pa	sWA#1	RTA1
BvAxiH	mnA	aByAse	pa.pa	mnA	mnA1
BvAxiH	xAN	xAne	pa.pa	xA#1	xA1
BvAxiH	hvq	kOtilye	pa.pa	hvq	hvq1
BvAxiH	svq	Sabxe	pa.pa	svar#1	svq1
BvAxiH	svq	upawApe	pa.pa	svar#2	svq1
BvAxiH	smq	cinwAyAm	pa.pa	-	smq1
BvAxiH	xvq	anAxare	pa.pa	-	xvq1
BvAxiH	xvq	varaNe	pa.pa	-	xvq1
BvAxiH	sq	gawO	pa.pa	sq	sq1
BvAxiH	q	gawO	pa.pa	q	q1
BvAxiH	q	prApaNe	pa.pa	q	q1
BvAxiH	gq	secane	pa.pa	-	gq1
BvAxiH	Gq	secane	pa.pa	-	Gq1
BvAxiH	Xvq	hUrcCane	pa.pa	Xvq	Xvq1
BvAxiH	sru	gawO	pa.pa	sru	sru1
BvAxiH	Ru	ESvarye	pa.pa	su#2	Ru1
BvAxiH	Ru	gawO	pa.pa	su#2	Ru1
