
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI
wuxAxiH	milaz	safgame	A.pa	mil	mil2
wuxAxiH	milaz	safgame	pa.pa	mil	mil2
wuxAxiH	mucLz	mokRaNe	A.pa	muc#1	muc2
wuxAxiH	mucLz	mokRaNe	pa.pa	muc#1	muc2
wuxAxiH	lupLz	Caxane	A.pa	lup	lup2
wuxAxiH	lupLz	Caxane	pa.pa	lup	lup2
wuxAxiH	lupLz	Cexane	A.pa	lup	lup2
wuxAxiH	lupLz	Cexane	pa.pa	lup	lup2
wuxAxiH	vixLz	lABe	A.pa	vix#2	vix3
wuxAxiH	vixLz	lABe	pa.pa	vix#2	vix3
wuxAxiH	lipaz	upaxAhe	A.pa	lip	lip1
wuxAxiH	lipaz	upaxAhe	pa.pa	lip	lip1
wuxAxiH	lipaz	upaxehe	A.pa	lip	lip1
wuxAxiH	lipaz	upaxehe	pa.pa	lip	lip1
wuxAxiH	Ricaz	kRaraNe	A.pa	sic	Ric1
wuxAxiH	Ricaz	kRaraNe	pa.pa	sic	Ric1
wuxAxiH	kqwIz	Cexane	pa.pa	kqw#1	kqw1
wuxAxiH	Kixaz	pariGAwe	pa.pa	Kix	Kix2
wuxAxiH	Kixaz	pariwApe	pa.pa	Kix	Kix2
wuxAxiH	piSaz	avayave	pa.pa	piS#1	piS1

wuxAxiH	Brudaz	saMvaraNe	pa.pa	-	Brud1
wuxAxiH	budaz	saMvaraNe	pa.pa	-	bud1
wuxAxiH	carCaz	pariBARaNe	pa.pa	-	carC1
wuxAxiH	gU	purIRowsarge	pa.pa	-	gU1
wuxAxiH	GuNaz	BramaNe	pa.pa	-	GuN3
wuxAxiH	hudaz	nimajjane	pa.pa	-	hud3
wuxAxiH	hudaz	safGAwe	pa.pa	-	hud3
wuxAxiH	hudaz	sahane	pa.pa	-	hud3
wuxAxiH	iRaz	icCAyAm	pa.pa	-	iR3
wuxAxiH	jarcaz	pariBARaNe	pa.pa	-	jarc1
wuxAxiH	Jarcaz	pariBARaNe	pa.pa	-	Jarc1
wuxAxiH	jarcaz	sanwarjane	pa.pa	-	jarc1
wuxAxiH	Jarcaz	sanwarjane	pa.pa	-	Jarc1
wuxAxiH	junaz	gawO	pa.pa	-	jun1
wuxAxiH	qhaz	hiMsAyAm	pa.pa	-	qh1
wuxAxiH	qhaz	kawWane	pa.pa	-	qh1
wuxAxiH	qhaz	xAne	pa.pa	-	qh1
wuxAxiH	qhaz	yuxXe	pa.pa	-	qh1
wuxAxiH	RWudaz	saMvaraNe	pa.pa	-	RWud1
wuxAxiH	sPalaz	calane	pa.pa	sPal(1)	sPal1
wuxAxiH	swqnhU	hiMsAyAm	pa.pa	-	swqnhU1
wuxAxiH	sWudaz	saMvaraNe	pa.pa	-	sWud1
wuxAxiH	vyajaz	vyAjIkaraNe	pa.pa	-	vyaj1
wuxAxiH	xudaz	nimajjane	pa.pa	-	xud1

gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

ruXAxiH	ruXizr	AvaraNe	A.pa	ruX#2	ruX1
ruXAxiH	ruXizr	AvaraNe	pa.pa	ruX#2	ruX1
ruXAxiH	Bixizr	vixAraNe	A.pa	Bix#1	Bix1
ruXAxiH	Bixizr	vixAraNe	pa.pa	Bix#1	Bix1
ruXAxiH	Cixizr	xvEXIkaraNe	A.pa	Cix#1	Cix1
ruXAxiH	Cixizr	xvEXIkaraNe	pa.pa	Cix#1	Cix1
ruXAxiH	ricizr	virecane	A.pa	-	ric1
ruXAxiH	ricizr	virecane	pa.pa	ric	ric1
ruXAxiH	vicizr	pqWagBAve	A.pa	vic	vic1
ruXAxiH	vicizr	pqWagBAve	pa.pa	vic	vic1
ruXAxiH	vijizr	pqWagBAve	A.pa	-	+vij4
ruXAxiH	vijizr	pqWagBAve	pa.pa	-	+vij4
ruXAxiH	kRuxizr	sampeRaNe	A.pa	kRux	kRux1
ruXAxiH	kRuxizr	sampeRaNe	pa.pa	kRux	kRux1
ruXAxiH	yujizr	yoge	A.pa	yuj#1	yuj2
ruXAxiH	yujizr	yoge	pa.pa	yuj#1	yuj2
ruXAxiH	uzCqxizr	xevane	A.pa	-	Cqx1
ruXAxiH	uzCqxizr	xevane	pa.pa	Cqx	Cqx1
ruXAxiH	uzCqxizr	xIpwO	A.pa	-	Cqx1
ruXAxiH	uzCqxizr	xIpwO	pa.pa	Cqx	Cqx1
ruXAxiH	uzwqxizr	anAxare	A.pa	wqx	wqx1
ruXAxiH	uzwqxizr	anAxare	pa.pa	wqx	wqx1
ruXAxiH	uzwqxizr	hiMsAyAm	A.pa	wqx	wqx1
ruXAxiH	uzwqxizr	hiMsAyAm	pa.pa	wqx	wqx1
ruXAxiH	kqwIz	veRtane	A.pa	-	+kqw2
ruXAxiH	kqwIz	veRtane	pa.pa	-	kqw2
ruXAxiH	FiinXIz	xIpwO	A.pa	inX	inX1
ruXAxiH	Kixaz	xEnye	A.pa	-	Kix3
ruXAxiH	vixaz	vicAraNe	A.pa	-	vix4
ruXAxiH	SiRLz	viSeRaNe	pa.pa	SiR	SiR2
ruXAxiH	piRLz	saFcUrNane	pa.pa	piR	piR1
ruXAxiH	Banjoz	Amarxane	pa.pa	BaFj	Banj1
ruXAxiH	Bujaz	aByavahAre	pa.pa	-	Buj2
ruXAxiH	Bujaz	pAlane	pa.pa	-	Buj2
ruXAxiH	wqhaz	hiMsAyAm	pa.pa	-	wqh4
ruXAxiH	hisiz	hiMsAyAm	pa.pa	hiMs	his1
ruXAxiH	unxIz	klexane	pa.pa	unx	unx1
ruXAxiH	anjUz	gawO	pa.pa	-	anj1
ruXAxiH	anjUz	gawO	pa.pa	-	anj1
ruXAxiH	anjUz	kAnwO	pa.pa	aFj	anj1
ruXAxiH	anjUz	kAnwO	pa.pa	aFj	anj1
ruXAxiH	anjUz	mrakRaNe	SiRAxiH	-	anj1
ruXAxiH	anjUz	mrakRaNe	pa.pa	-	anj1
ruXAxiH	anjUz	vyakwO	pa.pa	-	anj1
ruXAxiH	anjUz	vyakwO	pa.pa	-	anj1
ruXAxiH	wancUz	safkocane	pa.pa	waFc	wanc2
ruXAxiH	wancUz	safkocane	pa.pa	waFc	wanc2
ruXAxiH	wanjUz	safkocane	pa.pa	-	+wanj1
ruXAxiH	ozvijIz	Baye	pa.pa	-	+vij3
ruXAxiH	ozvijIz	Baye	pa.pa	-	+vij3
ruXAxiH	ozvijIz	calane	pa.pa	-	+vij3
ruXAxiH	ozvijIz	calane	pa.pa	-	+vij3
ruXAxiH	vqjIz	varjane	pa.pa	vqj	vqj3
ruXAxiH	pqcIz	samparke	pa.pa	pqc	pqc2

gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

wanAxiH	wanuz	viswAre	A.pa	wan#1	wan1
wanAxiH	wanuz	viswAre	pa.pa	wan#1	wan1
wanAxiH	RaNuz	xAne	A.pa	san#1	RaN2
wanAxiH	RaNuz	xAne	pa.pa	san#1	RaN2
wanAxiH	kRaNuz	hiMsAyAm	A.pa	kRan	kRaN1
wanAxiH	kRaNuz	hiMsAyAm	pa.pa	kRan	kRaN1
wanAxiH	kRiNuz	hiMsAyAm	A.pa	-	kRiN1
wanAxiH	kRiNuz	hiMsAyAm	pa.pa	-	kRiN1
wanAxiH	qNuz	gawO	A.pa	-	qN1
wanAxiH	qNuz	gawO	pa.pa	-	qN1
wanAxiH	qNuz	xIpwO	A.pa	-	qN1
wanAxiH	qNuz	xIpwO	pa.pa	-	qN1
wanAxiH	wqNuz	axane	A.pa	-	wqN1
wanAxiH	wqNuz	axane	pa.pa	-	wqN1
wanAxiH	GqNuz	xIpwO	A.pa	-	GqN2
wanAxiH	GqNuz	xIpwO	pa.pa	-	GqN2
wanAxiH	vanuz	yAFcAyAm	A.pa	-	van3
wanAxiH	manuz	avaboXane	A.pa	man	+man2
wanAxiH	dukqF	karaNe	A.pa	kq#1	kq3
wanAxiH	dukqF	karaNe	pa.pa	kq#1	kq3
wanAxiH	wqNu	axane	A.pa	-	+wqNu1
wanAxiH	wqNu	axane	pa.pa	-	+wqNu1

gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

kryAxiH	dukrIF	xravyavinimaye	A.pa	krI	krI1
kryAxiH	dukrIF	xravyavinimaye	pa.pa	krI	krI1
kryAxiH	prIF	kAnwO	A.pa	-	prI2
kryAxiH	prIF	kAnwO	pa.pa	-	prI2
kryAxiH	prIF	warpaNe	A.pa	prI	prI2
kryAxiH	prIF	warpaNe	pa.pa	prI	prI2
kryAxiH	SrIF	pAke	A.pa	-	SrI1
kryAxiH	SrIF	pAke	pa.pa	-	SrI1
kryAxiH	mIF	hiMsAyAm	A.pa	-	mI2
kryAxiH	mIF	hiMsAyAm	pa.pa	mI	mI2
kryAxiH	RiF	banXane	A.pa	si	Ri2
kryAxiH	RiF	banXane	pa.pa	si	Ri2
kryAxiH	skuF	ApravaNe	A.pa	-	sku1
kryAxiH	skuF	ApravaNe	pa.pa	-	sku1
kryAxiH	yuF	banXane	A.pa	yu#1	yu2
kryAxiH	yuF	banXane	pa.pa	yu#1	yu2
kryAxiH	knUF	Sabxe	A.pa	-	knU1
kryAxiH	knUF	Sabxe	pa.pa	-	knU1
kryAxiH	xrUF	hiMsAyAm	A.pa	-	xrU1
kryAxiH	xrUF	hiMsAyAm	pa.pa	-	xrU1
kryAxiH	pUF	pavane	A.pa	pU#1	pU2
kryAxiH	pUF	pavane	pa.pa	pU#1	pU2
kryAxiH	lUF	Cexane	A.pa	lU#1	lU1
kryAxiH	lUF	Cexane	pa.pa	lU#1	lU1
kryAxiH	swQF	AcCAxane	A.pa	swQ	swQ1
kryAxiH	swQF	AcCAxane	pa.pa	swQ	swQ1
kryAxiH	kQF	hiMsAyAm	A.pa	-	kQ2
kryAxiH	kQF	hiMsAyAm	pa.pa	-	kQ2
kryAxiH	vQF	varaNe	A.pa	-	vQ1
kryAxiH	vQF	varaNe	pa.pa	-	vQ1
kryAxiH	XUF	kampane	A.pa	-	XU3
kryAxiH	XUF	kampane	pa.pa	-	XU3
kryAxiH	SQF	hiMsAyAm	A.pa	-	SQ1
kryAxiH	SQF	hiMsAyAm	pa.pa	SQ	SQ1
kryAxiH	SQ	hiMsAyAm	pa.pa	SQ	SQ1
kryAxiH	svQ	hiMsAyAm	pa.pa	-	svQ1
kryAxiH	pQ	pAlane	pa.pa	pq#1,pQ	pQ2
kryAxiH	pQ	pUraNe	pa.pa	-	pQ2
kryAxiH	vQ	BaraNe	pa.pa	-	vQ2
kryAxiH	vQ	varaNe	pa.pa	-	vQ2
kryAxiH	BQ	BaraNe	pa.pa	-	BQ1
kryAxiH	BQ	Barjane	pa.pa	-	BQ1
kryAxiH	BQ	Barwsane	pa.pa	-	BQ1
kryAxiH	mQ	hiMsAyAm	pa.pa	-	mQ1
kryAxiH	xQ	vixAraNe	pa.pa	xQ	xQ2
kryAxiH	jQ	vayohAnO	pa.pa	-	jQ2
kryAxiH	nQ	naye	pa.pa	-	nQ2
kryAxiH	kQ	hiMsAyAm	pa.pa	-	kQ3
kryAxiH	Q	gawO	pa.pa	-	Q1
kryAxiH	gQ	Sabxe	pa.pa	gQ#2	gQ2
kryAxiH	jyA	vayohAnO	pa.pa	jyA#1	jyA1
kryAxiH	rI	gawO	pa.pa	ri	rI2
kryAxiH	rI	reRaNe	pa.pa	-	rI2
kryAxiH	lI	SleRaNe	pa.pa	-	lI2
kryAxiH	vlI	varaNe	pa.pa	-	vlI1
kryAxiH	blI	varaNe	pa.pa	-	blI1
kryAxiH	lvI	gawO	pa.pa	-	lvI1
kryAxiH	plI	gawO	pa.pa	-	plI1
kryAxiH	plI	SleRaNe	pa.pa	-	plI1
kryAxiH	vrI	varaNe	pa.pa	-	vrI2
kryAxiH	BrI	BaraNe	pa.pa	-	BrI1
kryAxiH	BrI	Baye	pa.pa	-	BrI1
kryAxiH	kRIR	hiMsAyAm	pa.pa	kRI	kRI1
kryAxiH	kRiR	hiMsAyAm	pa.pa	-	kRi4
kryAxiH	jFA	avaboXane	pa.pa	jFA#1	jFA1
kryAxiH	banXaz	banXane	pa.pa	banX	banX1
kryAxiH	vqf	samBakwO	A.pa	vq#2	vq2
kryAxiH	SranWaz	harRe	pa.pa	SraW	SranW1
kryAxiH	SranWaz	mocane	pa.pa	SraW	SranW1
kryAxiH	SranWaz	prawiharRe	pa.pa	SraW	SranW1
kryAxiH	SranWaz	sanxarBe	pa.pa	SraW	SranW1
kryAxiH	SranWaz	vimocane	pa.pa	SraW	SranW1
kryAxiH	manWaz	vilodane	pa.pa	-	manW2
kryAxiH	granWaz	sanxarBe	pa.pa	granW	granW1
kryAxiH	kunWaz	saMSleRaNe	pa.pa	-	kunW1
kryAxiH	mqxaz	kRoxe	pa.pa	mqx#1	mqx1
kryAxiH	mqdaz	kRoxe	pa.pa	-	mqd2
kryAxiH	mqdaz	suKe	pa.pa	-	mqd2
kryAxiH	guXaz	roRe	pa.pa	-	guX2
kryAxiH	kuRaz	niRkarRe	pa.pa	-	kuR1
kryAxiH	kRuBaz	saFcalane	pa.pa	-	kRuB3
kryAxiH	NaBaz	hiMsAyAm	pa.pa	-	NaB3
kryAxiH	wuBaz	hiMsAyAm	pa.pa	-	wuB3
kryAxiH	kliSUz	vibAXAyAm	pa.pa	kliS	kliS2
kryAxiH	aSaz	Bojane	pa.pa	aS#2	aS2
kryAxiH	uzXrasaz	uFCe	pa.pa	-	Xras1
kryAxiH	iRaz	ABIkRNye	pa.pa	iR#2	iR4
kryAxiH	viRaz	viprayoge	pa.pa	-	viR3
kryAxiH	pruRaz	mocane	pa.pa	-	pruR2
kryAxiH	pruRaz	pUraNe	pa.pa	-	pruR2
kryAxiH	pruRaz	secane	pa.pa	-	pruR2
kryAxiH	pruRaz	sevane	pa.pa	-	pruR2
kryAxiH	pruRaz	snehane	pa.pa	-	pruR2
kryAxiH	pluRaz	mocane	pa.pa	pluR	pluR3
kryAxiH	pluRaz	pUraNe	pa.pa	pluR	pluR3
kryAxiH	pluRaz	secane	pa.pa	pluR	pluR3
kryAxiH	pluRaz	sevane	pa.pa	pluR	pluR3
kryAxiH	pluRaz	snehane	pa.pa	pluR	pluR3
kryAxiH	puRaz	puRtO	pa.pa	-	puR3
kryAxiH	muRaz	sweye	pa.pa	muR#1	muR2
kryAxiH	Kacaz	BUwaprAxurBAve	pa.pa	-	Kac1
kryAxiH	Kavaz	BUwaprAxurBAve	pa.pa	-	Kav1
kryAxiH	heTaz	BUwaprAxurBAve	pa.pa	-	heT2
kryAxiH	grahaz	upAxAne	A.pa	-	grah1
kryAxiH	grahaz	upAxAne	pa.pa	grah	grah1

gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

curAxiH	curaz	sweye	pa.pa	cur	cur1
curAxiH	ciwiz	smqwyAm	pa.pa	cinw	ciw2
curAxiH	yawriz	safkocane	pa.pa	-	yawr1
curAxiH	sPudiz	parihAse	pa.pa	-	sPud3
curAxiH	lakRaz	Alocane	A.pa	-	lakR1
curAxiH	kuxriz	anqwaBARaNe	pa.pa	-	kuxr1
curAxiH	ladaz	upasevAyAm	pa.pa	-	lad2
curAxiH	mixiz	snehane	pa.pa	mix	mix4
curAxiH	ozladiz	uwkRepaNe	pa.pa	-	lad3
curAxiH	jalaz	apavAraNe	pa.pa	-	jal2
curAxiH	pIdaz	avagAhane	pa.pa	pId	pId1
curAxiH	pIdaz	gahane	pa.pa	pId	pId1
curAxiH	nataz	avasyanxane	pa.pa	-	nat1
curAxiH	nataz	BARArWe	pa.pa	-	nat1
curAxiH	SraWaz	hiMsAyAm	pa.pa	-	SraW3
curAxiH	SraWaz	mokRaNe	pa.pa	-	SraW3
curAxiH	baXaz	saMyamane	pa.pa	-	baX2
curAxiH	pQ	pUraNe	pa.pa	-	pQ3
curAxiH	Urjaz	bale	pa.pa	Urj#1	Urj1
curAxiH	Urjaz	prANane	pa.pa	Urj#1	Urj1
curAxiH	pakRaz	parigrahe	pa.pa	-	pakR2
curAxiH	varNaz	preraNe	pa.pa	-	varN1
curAxiH	varNaz	varNane	pa.pa	-	varN1
curAxiH	cUrNaz	preraNe	pa.pa	-	cUrN1
curAxiH	cUrNaz	safkocane	pa.pa	-	cUrN1
curAxiH	praWaz	praKyAne	pa.pa	-	praW2
curAxiH	pqWaz	prakRepaNe	pa.pa	pqW	pqW2
curAxiH	Ranbaz	sambanXe	pa.pa	-	Ranb1
curAxiH	sAnbaz	sambanXe	pa.pa	-	sAnb1
curAxiH	Sanbaz	sambanXe	pa.pa	-	Sanb1
curAxiH	BakRaz	axane	pa.pa	-	BakR2
curAxiH	puwtaz	alpIBAve	pa.pa	-	puwt1
curAxiH	cuwtaz	alpIBAve	pa.pa	-	cuwt1
curAxiH	awtaz	anAxare	pa.pa	-	awt2
curAxiH	luNTaz	sweye	pa.pa	luNT(1)	luNT1
curAxiH	SvaTaz	asaMskAre	pa.pa	-	SvaT1
curAxiH	SvaTaz	gawO	pa.pa	-	SvaT1
curAxiH	pijiz	balAxAne	pa.pa	-	pij2
curAxiH	pijiz	BARArWe	pa.pa	-	pij2
curAxiH	pijiz	BAsArWe	pa.pa	-	pij2
curAxiH	lajiz	BARArWe	pa.pa	-	laj4
curAxiH	lujiz	BARArWe	pa.pa	-	luj1
curAxiH	lujiz	BAsArWe	pa.pa	-	luj1
curAxiH	pisaz	gawO	pa.pa	-	pis2
curAxiH	sAnwvaz	sAmaprayoge	pa.pa	-	sAnwv1
curAxiH	Svalkaz	pariBARaNe	pa.pa	-	Svalk1
curAxiH	valkaz	pariBARaNe	pa.pa	-	valk1
curAxiH	sPitaz	anAxare	pa.pa	-	sPit1
curAxiH	sPitaz	hiMsAyAm	pa.pa	-	sPit1
curAxiH	Rnihaz	snehane	pa.pa	snih#1(1)	Rnih2
curAxiH	smitaz	anAxare	pa.pa	-	smit1
curAxiH	SliRaz	Alifgane	pa.pa	-	SliR3
curAxiH	SliRaz	SleRaNe	pa.pa	-	SliR3
curAxiH	paWiz	gawO	pa.pa	-	paW2
curAxiH	piCaz	kuttane	pa.pa	-	piC1
curAxiH	Caxiz	saMvaraNe	pa.pa	Canx(1)	Cax2
curAxiH	SraNaz	xAne	pa.pa	-	SraN2
curAxiH	Kadaz	Bexane	pa.pa	-	Kad2
curAxiH	Kadiz	Bexane	pa.pa	-	Kad3
curAxiH	kadiz	Bexane	pa.pa	kaNd	kad4
curAxiH	kudiz	rakRaNe	pa.pa	-	kud4
curAxiH	gudiz	rakRaNe	pa.pa	guNd	gud2
curAxiH	gudiz	veRtane	pa.pa	guNd	gud2
curAxiH	guTiz	veRtane	pa.pa	guNT	guT1
curAxiH	Kudiz	KaNdane	pa.pa	-	Kud2
curAxiH	vadiz	viBAjane	pa.pa	-	vad2
curAxiH	cadiz	kope	pa.pa	-	cad2
curAxiH	madiz	BURAyAm	pa.pa	-	mad3
curAxiH	madiz	harRe	pa.pa	-	mad3
curAxiH	Badiz	kalyANe	pa.pa	-	Bad2
curAxiH	Carxaz	vamane	pa.pa	-	Carx1
curAxiH	puswaz	anAxare	pa.pa	-	pusw1
curAxiH	puswaz	Axare	pa.pa	-	pusw1
curAxiH	puswaz	safGAwe	pa.pa	-	pusw1
curAxiH	buswaz	anAxare	pa.pa	-	busw1
curAxiH	buswaz	Axare	pa.pa	-	busw1
curAxiH	cuxaz	saFcoxane	pa.pa	cux(1)	cux1
curAxiH	nakkaz	nASane	pa.pa	-	nakk1
curAxiH	Xakkaz	nASane	pa.pa	-	Xakk1
curAxiH	cakkaz	vyaWane	pa.pa	-	cakk1
curAxiH	cukkaz	vyaWane	pa.pa	-	cukk1
curAxiH	kRalaz	SOcakarmaNi	pa.pa	kRal	kRal2
curAxiH	walaz	prawiRTAyAm	pa.pa	-	wal1
curAxiH	wulaz	unmAne	pa.pa	wul	wul1
curAxiH	xulaz	uwkRepaNe	pa.pa	-	xul1
curAxiH	pulaz	mahawve	pa.pa	-	pul2
curAxiH	pulaz	samucCrAye	pa.pa	-	pul2
curAxiH	culaz	samucCrAye	pa.pa	-	cul1
curAxiH	mUlaz	rohaNe	pa.pa	-	mUl2
curAxiH	bulaz	nimajjane	pa.pa	-	bul1
curAxiH	vilaz	kRepe	pa.pa	-	vil2
curAxiH	bilaz	Bexane	pa.pa	-	bil2
curAxiH	wilaz	snehane	pa.pa	-	wil3
curAxiH	calaz	BqwO	pa.pa	-	cal3
curAxiH	pAlaz	rakRaNe	pa.pa	-	pAl1
curAxiH	lURaz	hiMsAyAm	pa.pa	-	lUR1
curAxiH	Sulbaz	mAne	pa.pa	-	Sulb1
curAxiH	SUrpaz	mAne	pa.pa	-	SUrp1
curAxiH	cutaz	Cexane	pa.pa	-	cut3
curAxiH	mutaz	saFcUrNane	pa.pa	-	mut3
curAxiH	padiz	nASane	pa.pa	-	pad2
curAxiH	pasiz	nASane	pa.pa	-	pas1
curAxiH	vrajaz	gawO	pa.pa	-	vraj2
curAxiH	vrajaz	mArgasaMskAre	pa.pa	-	vraj2
curAxiH	Sulkaz	sarjane	pa.pa	-	Sulk1
curAxiH	capiz	gawO	pa.pa	-	cap3
curAxiH	kRapiz	kRAnwyAm	pa.pa	kRap#1(1)	kRap1
curAxiH	Svarwaz	gawyAm	pa.pa	-	Svarw1
curAxiH	SvaBraz	gawyAm	pa.pa	-	SvaBr1
curAxiH	jFapaz	mAraNe	pa.pa	-	jFap1
curAxiH	jFapaz	micca	pa.pa	-	jFap1
curAxiH	jFapaz	niSAmane	pa.pa	-	jFap1
curAxiH	jFapaz	woRaNe	pa.pa	-	jFap1
curAxiH	yamaz	pariveRaNe	pa.pa	-	yam3
curAxiH	capaz	kalkane	pa.pa	-	cap2
curAxiH	cahaz	parikalkane	pa.pa	-	cah2
curAxiH	rahaz	wyAge	pa.pa	rah	rah4
curAxiH	balaz	BqwO	pa.pa	-	bal2
curAxiH	balaz	prANane	pa.pa	-	bal2
curAxiH	ciF	cayane	pa.pa	-	ci2
curAxiH	Gawtaz	calane	pa.pa	Gatt	Gawt2
curAxiH	muswaz	safGAwe	pa.pa	-	musw1
curAxiH	Kawtaz	saMvaraNe	pa.pa	-	Kawt1
curAxiH	Rawtaz	hiMsAyAm	pa.pa	-	Rawt1
curAxiH	sPiwtaz	hiMsAyAm	pa.pa	-	sPiwt1
curAxiH	cubiz	hiMsAyAm	pa.pa	-	cub2
curAxiH	pUlaz	safGAwe	pa.pa	-	pUl2
curAxiH	puMsaz	aBimarxane	pa.pa	-	puMs1
curAxiH	puMsaz	aBivarXane	pa.pa	-	puMs1
curAxiH	takiz	banXane	pa.pa	-	tak1
curAxiH	XURaz	kAnwikaraNe	pa.pa	-	XUR1
curAxiH	XUsaz	kAnwikaraNe	pa.pa	-	XUs1
curAxiH	pUjaz	pUjAyAm	pa.pa	pUj	pUj1
curAxiH	arkaz	swavane	pa.pa	-	ark1
curAxiH	SuTaz	Alasye	pa.pa	-	SuT3
curAxiH	SuTiz	SoRaNe	pa.pa	-	SuT4
curAxiH	judaz	preraNe	pa.pa	-	jud2
curAxiH	gajaz	Sabxe	pa.pa	-	gaj3
curAxiH	mArjaz	Sabxe	pa.pa	-	mArj1
curAxiH	marcaz	Sabxe	pa.pa	-	marc1
curAxiH	Gq	samprasravaNe	pa.pa	-	Gq3
curAxiH	paciz	viswAre	pa.pa	-	pac3
curAxiH	wijaz	niSAne	pa.pa	-	wij2
curAxiH	kQwaz	saMSabxane	pa.pa	kIrw	kQw1
curAxiH	varXaz	Cexane	pa.pa	-	varX1
curAxiH	varXaz	pUraNe	pa.pa	-	varX1
curAxiH	kubiz	AcCAxane	pa.pa	-	kub2
curAxiH	lubiz	arxane	pa.pa	-	lub2
curAxiH	lubiz	axarSane	pa.pa	-	lub2
curAxiH	wubiz	arxane	pa.pa	-	wub2
curAxiH	wubiz	axarSane	pa.pa	-	wub2
curAxiH	hlapaz	vyakwAyAM_vAci	pa.pa	-	hlap1
curAxiH	cutiz	Cexane	pa.pa	-	cut4
curAxiH	ilaz	preraNe	pa.pa	-	il2
curAxiH	mleCaz	avyakwAyAM_vAci	pa.pa	-	mleC2
curAxiH	brUsaz	hiMsAyAm	pa.pa	-	brUs1
curAxiH	barhaz	BAsArWe	pa.pa	-	barh2
curAxiH	barhaz	hiMsAyAm	pa.pa	-	barh2
curAxiH	garxaz	Sabxe	pa.pa	-	garx2
curAxiH	garXaz	aBikAfkRAyAm	pa.pa	-	garX1
curAxiH	gurxaz	nikewane	pa.pa	-	gurx2
curAxiH	gurxaz	pUrvanikewane	pa.pa	-	gurx2
curAxiH	pUrvaz	nikewane	pa.pa	-	pUrv2
curAxiH	jasiz	rakRaNe	pa.pa	-	jas2
curAxiH	Idaz	swuwO	pa.pa	-	Id2
curAxiH	pidiz	safGAwe	pa.pa	-	pid2
curAxiH	ruRaz	roRe	pa.pa	-	ruR3
curAxiH	dipaz	kRepe	pa.pa	-	dip3
curAxiH	swupaz	samucCrAye	pa.pa	-	swup1
curAxiH	ciwaz	saFcewane	A.pa	-	ciw3
curAxiH	xaSiz	xaMSane	A.pa	-	xaS2
curAxiH	xasiz	BARArWe	pa.pa	-	xas2
curAxiH	xasiz	BAsArWe	pa.pa	-	xas2
curAxiH	xasiz	hiMsAyAm	A.pa	-	xas3
curAxiH	xasiz	xaMSane	A.pa	-	xas3
curAxiH	xasiz	xarSane	A.pa	-	xas3
curAxiH	dapaz	safGAwe	A.pa	-	dap1
curAxiH	dipaz	safGAwe	A.pa	-	dip4
curAxiH	wawriz	kutumbaXAraNe	A.pa	-	wawr1
curAxiH	mawriz	gupwaBARaNe	A.pa	-	mawr1
curAxiH	spaSaz	grahaNe	A.pa	spaS#1	spaS2
curAxiH	spaSaz	saMSleRaNe	A.pa	spaS#1	spaS2
curAxiH	spaSaz	SleRaNe	A.pa	spaS#1	spaS2
curAxiH	warjaz	sanwarjane	A.pa	-	warj2
curAxiH	Barwsaz	sanwarjane	A.pa	Barws	Barws1
curAxiH	baswaz	arxane	A.pa	-	basw1
curAxiH	ganXaz	arxane	A.pa	-	ganX1
curAxiH	hiRkaz	hiMsAyAm	A.pa	-	hiRk1
curAxiH	viRkaz	hiMsAyAm	A.pa	-	viRk1
curAxiH	lalaz	IpsAyAm	A.pa	lal(1)	lal1
curAxiH	kUNaz	safkocane	A.pa	-	kUN1
curAxiH	wUNaz	pUraNe	A.pa	-	wUN1
curAxiH	BrUNaz	ASAyAm	A.pa	-	BrUN1
curAxiH	SaTaz	asaMskAre	pa.pa	-	SaT2
curAxiH	SaTaz	gawO	pa.pa	-	SaT2
curAxiH	SaTaz	SlAGAyAm	A.pa	-	SaT2
curAxiH	yakRaz	pUjAyAm	A.pa	-	yakR1
curAxiH	syamaz	viwarke	A.pa	-	syam2
curAxiH	Samaz	Alocane	A.pa	-	Sam2
curAxiH	lakRaz	xarSane	pa.pa	-	lakR2
curAxiH	kuwsaz	avakRepaNe	A.pa	kuws	kuws1
curAxiH	wrutaz	Cexane	A.pa	-	wrut2
curAxiH	Balaz	ABaNdane	A.pa	-	Bal2
curAxiH	kUtaz	apraxAne	A.pa	-	kUt1
curAxiH	kuwtaz	Barwsane	pa.pa	-	kuwt1
curAxiH	kuwtaz	Cexane	pa.pa	-	kuwt1
curAxiH	kuwtaz	kuwsAyAm	pa.pa	-	kuwt1
curAxiH	kuwtaz	prawApane	A.pa	-	kuwt1
curAxiH	vancuz	pralamBane	A.pa	-	vanc2
curAxiH	vqRaz	SakwibanXane	A.pa	-	vqR2
curAxiH	vqRuz	SakwisambanXe	A.pa	-	vqR3
curAxiH	maxaz	wqpwiyoge	A.pa	-	max3
curAxiH	xivuz	arxane	pa.pa	-	xiv3
curAxiH	gQ	vijFAne	A.pa	-	gQ3
